Product Name;Product Description;Product Code (SKU);Categories;Price ($);Status;Hub Diameter;Hub Thickness;Shaft Diameter;Weight;Diameter (INCHES);Diameter (METERS);Pitch (INCHES);Pitch-to-diameter ratio (-);Color;UPC Code;Product Weight (NOT for Shipping Calculations) (LBS) ;Product Weight (NOT for Shipping Calculations) (grams) 
9x6P ;"Sport Pusher
Use LPAR06E adapter rings (not included)";LP09060P;Sport, Pusher (for IC Engines);3.19; ;0.80 in.;0.47 in.;1/4 in.;0.78 oz.;9;0.2286;6;0.6667;Grey;6.87E+11;0.0488;22.1
9x6N;"Control Line Narrow
Use LPAR06E adapter rings (not included)";LP09060N;Control Line Racing;3.19; ;0.80 in.;0.41 in.;1/4 in.;0.63 oz.;9;0.2286;6;0.6667;Grey;6.87E+11;0.0394;17.9
9x6EP;"Thin Electric Pusher
Reverse Rotation
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E";LP09060EP;Thin Electric, Electric Reverse Rotation (Left Hand Rotation);3.07; ;0.80 in.;0.39 in.;1/4 in.;0.63 oz.;9;0.2286;6;0.6667;Grey;6.87E+11;0.0397;18
9x6E;"Thin Electric
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E";LP09060E;Thin Electric;3.07; ;0.80 in.;0.39 in.;1/4 in.;0.63 oz.;9;0.2286;6;0.6667;Grey;6.87E+11;0.0397;18
9x6-4;"4 Blade
40-50 2 CYCL";LP409060;Sport, 4 Bladed (for IC Engines);9.71; ;1.00 in.;0.38 in.;1/4 in.;0.88 oz.;9;0.2286;6;0.6667;Grey;6.87E+11;0.0551;25
9x6-3;"3 Blade
40-50 2 CYCL";LP309060;Sport, 3 Bladed (for IC Engines);9.71;Discontinued;NA;NA;1/4 in.;NA;9;0.2286;6;0.6667;Grey;6.87E+11;;0
9x6.5;40 Pylon;LP09065;Pylon Racing;4.27; ;0.90 in.;0.49 in.;1/4 in.;1.06 oz.;9;0.2286;6.5;0.7222;Grey;6.87E+11;0.0663;30.1
9x6 ;"Sport
Use LPAR06E adapter rings (not included)";LP09060;Sport, AMA 424 (Sport Q500);3.19; ;0.80 in.;0.47 in.;1/4 in.;0.78 oz.;9;0.2286;6;0.6667;Grey;6.87E+11;0.0488;22.1
9x5M-JK;"Marine
Right Hand Rotation (~1000 rpm)
Compatible with Jackson Kayak Electric Drive
Includes Tail Cone";LP09050M-JK;Marine;13.9;;1.25 in.;0.85 in.;10 mm;1.76 oz.;9;0.2286;5;0.5556;Grey;6.87E+11;0.1102;50
9x5FP;"Folding Electric Propeller Blades
Reverse Rotation
Use FH45mm-6 (LPFH3-6) Hub - not included";LP09050FP;Folding (Electric Only);4.32; ;NA;See LPFH;See LPFH;0.35 oz.;9;0.2286;5;0.5556;Grey;6.87E+11;0.0219;9.9
9x5F;"Folding Electric Propeller Blades
Use FH45mm-6 (LPFH3-6) Hub - not included";LP09050F;Folding (Electric Only);4.32; ;NA;See LPFH;See LPFH;0.35 oz.;9;0.2286;5;0.5556;Grey;6.87E+11;0.0219;9.9
9x5 ;"29 Free Flight
Use LPAR06E adapter rings (not included)";LP09050;Free Flight, Sport;3.19; ;0.80 in.;0.44 in.;1/4 in.;0.78 oz.;9;0.2286;5;0.5556;Grey;6.87E+11;0.0488;22.1
9x4.7SFP;"Slow Flyer Pusher
Reverse Rotation
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF";LP09047SFP;Multi Rotor (Electric Only), Slow Fly (Electric Only), Slow Fly Reverse Rotation (Left Hand Rotation);2.93; ;0.50 in.;0.31 in.;1/4 in.;0.32 oz.;9;0.2286;4.7;0.5222;Grey;6.87E+11;0.02;9.1
9x4.7SF-B4;"Slow Flyer
Quad-Copter Bundle (9x4.7SF and 9x4.7SFP)
Package contains four propellers (2 standard rotation and 2 reverse rotation)
Use LPAR18SF or LPARM12SF adapter rings
Includes four sets of rings from LPAR18SF";LP09047SF-B4;"Bundle (2 CW &amp; 2 CCW), Slow Fly (Electric Only)";9.36; ;0.50 in.;0.31 in.;1/4 in.;0.32 oz.;9;0.2286;4.7;0.5222;Grey;6.87E+11;0.08;36.3
9x4.7SF;"Slow Flyer
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF";LP09047SF;Multi Rotor (Electric Only), Slow Fly (Electric Only);2.93; ;0.50 in.;0.31 in.;1/4 in.;0.32 oz.;9;0.2286;4.7;0.5222;Grey;6.87E+11;0.02;9.1
9x4.6SF;"Slow Flyer Indoor 3D
For Indoor 3D Aerobatics";LP09046SF;Indoor 3D;2.93; ;0.50 in.;0.16 in.;5.5 mm;0.18 oz.;9;0.2286;4.6;0.5111;Grey;6.87E+11;0.011;5
9x4.5R-RH;"Reversible ESC - RH, 2 Pack
3D Reversible ESC
Includes two RH rotation propellers and two sets of adapter rings from LPAR06E";LP09045R-RH;Multi Rotor (Electric Only), 3D - Reversible ESC;4.59; ;0.65 in.;0.34 in.;1/4 in.;0.46 oz.;9;0.2286;4.5;0.5000;Grey;6.87E+11;0.0574;26
9x4.5R-LH;"Reversible ESC - LH, 2 Pack
3D Reversible ESC
Includes two LH rotation propellers and two sets of adapter rings from LPAR06E";LP09045R-LH;Multi Rotor (Electric Only), 3D - Reversible ESC;4.59; ;0.65 in.;0.34 in.;1/4 in.;0.46 oz.;9;0.2286;4.5;0.5000;Grey;6.87E+11;0.0574;26
9x4.5MRP(ST);"Multi-Rotor Pusher (Self Tightening)
Reverse Rotation
Includes M6x1 LH thread hex nut
Use LPAR06E adapter rings (not included)
Product weight includes hex nut
Caution: Not intended for use with systems that use active motor braking";LP09045MRP(ST);Self Tightening;3.13; ;0.65 in.;0.48 in.;6 mm;0.49 oz.;9;0.2286;4.5;0.5000;Grey;6.87E+11;0.0309;14
9x4.5MRP;"Multi-Rotor Pusher
Reverse Rotation
Use LPAR06E adapter rings (not included)";LP09045MRP;Multi Rotor (Electric Only);2.8; ;0.65 in.;0.34 in.;1/4 in.;0.39 oz.;9;0.2286;4.5;0.5000;Grey;6.87E+11;0.0244;11.1
9x4.5MRF-RH;"Multi-Rotor Folding
Right Hand Rotation
Includes Two Blades
3mm Pin Hole
Use with 20mm - 35mm Hubs (not included)";LP09045MRF-RH;Multi Rotor (Electric Only), MR Folding;4.16;;NA;4.5 mm;3 mm;0.32 oz.;9;0.2286;4.5;0.5000;Grey;6.87E+11;0.0198;9
9x4.5MRF-LH;"Multi-Rotor Folding
Left Hand Rotation (Reverse)
Includes Two Blades
3mm Pin Hole
Use with 20mm - 35mm Hubs (not included)";LP09045MRF-LH;Multi Rotor (Electric Only), MR Folding;4.16;;NA;4.5 mm;3 mm;0.32 oz.;9;0.2286;4.5;0.5000;Grey;6.87E+11;0.0198;9
9x4.5MR-B4;"Multi-Rotor
Quad-Copter Bundle (9x4.5MR and 9x4.5MRP)
Package contains four propellers (2 standard rotation and 2 reverse rotation)
Use LPAR06E adapter rings
Includes four sets of rings from LPAR06E (1/8"", 4mm, 5mm, 6mm, 5/16"")";LP09045MR-B4;"Bundle (2 CW &amp; 2 CCW)";8.95; ;0.65 in.;0.34 in.;1/4 in.;0.39 oz.;9;0.2286;4.5;0.5000;Grey;6.87E+11;0.0976;44.3
9x4.5MR(ST);"Multi-Rotor (Self Tightening)
Includes M6x1 RH thread hex nut
Use LPAR06E adapter rings (not included)
Product weight includes hex nut
Caution: Not intended for use with systems that use active motor braking";LP09045MR(ST);Self Tightening;3.13; ;0.65 in.;0.48 in.;6 mm;0.49 oz.;9;0.2286;4.5;0.5000;Grey;6.87E+11;0.0309;14
9x4.5MR;"Multi-Rotor
Use LPAR06E adapter rings (not included)";LP09045MR;Multi Rotor (Electric Only);2.8; ;0.65 in.;0.34 in.;1/4 in.;0.39 oz.;9;0.2286;4.5;0.5000;Grey;6.87E+11;0.0244;11.1
9x4.5EP;"Thin Electric Pusher
Reverse Rotation
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E";LP09045EP;Thin Electric, Electric Reverse Rotation (Left Hand Rotation);3.07; ;0.80 in.;0.38 in.;1/4 in.;0.63 oz.;9;0.2286;4.5;0.5000;Grey;6.87E+11;0.0396;18
9x4.5E;"Thin Electric
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E";LP09045E;Thin Electric;3.07; ;0.80 in.;0.38 in.;1/4 in.;0.63 oz.;9;0.2286;4.5;0.5000;Grey;6.87E+11;0.0396;18
9x4.4SFR;"Slow Flyer Indoor 4D - Reversible
Use with Reversible ESC
For Indoor Aerobatics";LP09044SFR;Indoor 3D, Reversible ESC (Slow Fly);2.93;;0.50 in.;0.18 in.;5.5 mm;0.23 oz.;9;0.2286;4.4;0.4889;Grey;6.87E+11;0.0144;6.5
9x4.1SF;"Slow Flyer Indoor 3D
For Indoor 3D Aerobatics";LP09041SF;Indoor 3D;2.93; ;0.50 in.;0.16 in.;5.5 mm;0.18 oz.;9;0.2286;4.1;0.4556;Grey;6.87E+11;0.011;5
9x4 ;"29 Free Flight
Use LPAR06E adapter rings (not included)";LP09040;Free Flight, Sport;3.19; ;0.80 in.;0.45 in.;1/4 in.;0.81 oz.;9;0.2286;4;0.4444;Grey;6.87E+11;0.0506;23
9x3N;Combat Narrow;LP09030N;Pylon Combat;3.19; ;0.80 in.;0.30 in.;1/4 in.;0.53 oz.;9;0.2286;3;0.3333;Grey;6.87E+11;0.0331;15
9x3.8SFP;"Slow Flyer Pusher
Reverse Rotation
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF";LP09038SFP;Multi Rotor (Electric Only), Slow Fly (Electric Only), Slow Fly Reverse Rotation (Left Hand Rotation);2.93; ;0.50 in.;0.33 in.;1/4 in.;0.32 oz.;9;0.2286;3.8;0.4222;Grey;6.87E+11;0.02;9.1
9x3.8SF-B4;"Slow Flyer
Quad-Copter Bundle (9x3.8SF and 9x3.8SFP)
Package contains four propellers (2 standard rotation and 2 reverse rotation)
Use LPAR18SF or LPARM12SF adapter rings
Includes four sets of rings from LPAR18SF";LP09038SF-B4;"Bundle (2 CW &amp; 2 CCW), Slow Fly (Electric Only)";9.36; ;0.50 in.;0.33 in.;1/4 in.;0.32 oz.;9;0.2286;3.8;0.4222;Grey;6.87E+11;0.08;36.3
9x3.8SF;"Slow Flyer
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF";LP09038SF;Multi Rotor (Electric Only), Slow Fly (Electric Only);2.93; ;0.50 in.;0.33 in.;1/4 in.;0.32 oz.;9;0.2286;3.8;0.4222;Grey;6.87E+11;0.02;9.1
9x3.7SF;"Slow Flyer Indoor 3D
For Indoor 3D Aerobatics";LP09037SF;Indoor 3D;2.93; ;0.50 in.;0.16 in.;5.5 mm;0.18 oz.;9;0.2286;3.7;0.4111;Grey;6.87E+11;0.011;5
9x3 ;Combat;LP09030;Sport, Pylon Combat;3.19; ;1.00 in.;0.45 in.;1/4 in.;0.88 oz.;9;0.2286;3;0.3333;Grey;6.87E+11;0.055;24.9
9x10 ;"Sport
Use LPAR06E adapter rings (not included)";LP09010;Sport;3.19; ;0.80 in.;0.45 in.;1/4 in.;0.78 oz.;9;0.2286;10;1.1111;Grey;6.87E+11;0.0488;22.1
9.25x6.0;25 Pylon;LP09360;Pylon Racing;4.27; ;0.80 in.;0.41 in.;1/4 in.;0.60 oz.;9.25;0.235;6;0.6486;Grey;6.87E+11;0.0375;17
9.25x5.75;25 Pylon;LP09358;Pylon Racing;4.27;Discontinued;0.80 in.;0.41 in.;1/4 in.;0.60 oz.;9.25;0.235;5.75;0.6216;Grey;6.87E+11;0.0375;17
9.25x5.5;25 Pylon;LP09355;Pylon Racing;4.27;Discontinued;0.80 in.;0.41 in.;1/4 in.;0.60 oz.;9.25;0.235;5.5;0.5946;Grey;6.87E+11;0.0375;17
9.25x5.25;25 Pylon;LP09353;Pylon Racing;4.27;Discontinued;0.80 in.;0.41 in.;1/4 in.;0.60 oz.;9.25;0.235;5.25;0.5676;Grey;6.87E+11;0.0375;17
9.25x5.0;25 Pylon;LP09350;Pylon Racing;4.27;Discontinued;0.80 in.;0.41 in.;1/4 in.;0.60 oz.;9.25;0.235;5;0.5405;Grey;6.87E+11;0.0375;17
9.3x3;Combat;LP09330;Pylon Combat;3.19; ;1.00 in.;0.45 in.;1/4 in.;0.88 oz.;9.3;0.2362;3;0.3226;Grey;6.87E+11;0.055;24.9
9.5x8N;40 Pylon;LP09580N;Pylon Racing;4.27;Discontinued;0.90 in.;0.59 in.;1/4 in.;0.99 oz.;9.5;0.2413;8;0.8421;Grey;6.87E+11;0.0619;28.1
9.5x8.5N;40 Pylon;LP09585N;Pylon Racing;4.27;Discontinued;0.90 in.;0.59 in.;1/4 in.;1.02 oz.;9.5;0.2413;8.5;0.8947;Grey;6.87E+11;0.0638;28.9
9.5x7N;40 Pylon;LP09570N;Pylon Racing;4.27; ;0.90 in.;0.58 in.;1/4 in.;1.02 oz.;9.5;0.2413;7;0.7368;Grey;6.87E+11;0.0638;28.9
9.5x7.5N;40 Pylon;LP09575N;Pylon Racing;4.27; ;0.90 in.;0.58 in.;1/4 in.;1.02 oz.;9.5;0.2413;7.5;0.7895;Grey;6.87E+11;0.0638;28.9
9.5x6.5N;40 Pylon;LP09565N;Pylon Racing;4.27;Discontinued;0.90 in.;0.59 in.;1/4 in.;1.02 oz.;9.5;0.2413;6.5;0.6842;Grey;6.87E+11;0.0638;28.9
9.5x6 ;"Sport
Use LPAR06E adapter rings (not included)";LP09560;Sport;3.19; ;0.90 in.;0.48 in.;1/4 in.;0.95 oz.;9.5;0.2413;6;0.6316;Grey;6.87E+11;0.0594;26.9
9.5x4.5 ;40 Free Flight;LP09545;Free Flight, Sport;3.19; ;1.00 in.;0.51 in.;1/4 in.;0.99 oz.;9.5;0.2413;4.5;0.4737;Grey;6.87E+11;0.0619;28.1
9.625x3.75N;29-36 Free Flight;LP09638N;Free Flight;3.62; ;0.90 in.;0.56 in.;1/4 in.;1.09 oz.;9.625;0.2445;3.75;0.3896;Grey;6.87E+11;0.0681;30.9
10x9 ;Sport;LP10090;Sport;3.62; ;1.00 in.;0.51 in.;1/4 in.;1.16 oz.;10;0.254;9;0.9000;Grey;6.87E+11;0.0725;32.9
10x8P ;Sport Pusher;LP10080P;Sport, Pusher (for IC Engines);3.62; ;1.00 in.;0.50 in.;1/4 in.;1.02 oz.;10;0.254;8;0.8000;Grey;6.87E+11;0.0638;28.9
10x8E;"Thin Electric
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E";LP10080E;Thin Electric;3.47; ;0.80 in.;0.40 in.;1/4 in.;0.71 oz.;10;0.254;8;0.8000;Grey;6.87E+11;0.0441;20
10x8 ;Sport;LP10080;Sport;3.62; ;1.00 in.;0.50 in.;1/4 in.;1.02 oz.;10;0.254;8;0.8000;Grey;6.87E+11;0.0638;28.9
10x7SF;"Slow Flyer
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF";LP10070SF;Slow Fly (Electric Only);3.3; ;0.50 in.;0.30 in.;1/4 in.;0.42 oz.;10;0.254;7;0.7000;Grey;6.87E+11;0.0263;11.9
10x7P ;Sport Pusher;LP10070P;Sport, Pusher (for IC Engines);3.62; ;1.00 in.;0.51 in.;1/4 in.;1.09 oz.;10;0.254;7;0.7000;Grey;6.87E+11;0.0681;30.9
10x7EP;"Thin Electric Pusher
Reverse Rotation
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E";LP10070EP;Thin Electric, Electric Reverse Rotation (Left Hand Rotation);3.47; ;0.80 in.;0.40 in.;1/4 in.;0.71 oz.;10;0.254;7;0.7000;Grey;6.87E+11;0.0441;20
10x7E;"Thin Electric
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E";LP10070E;Thin Electric;3.47; ;0.80 in.;0.40 in.;1/4 in.;0.71 oz.;10;0.254;7;0.7000;Grey;6.87E+11;0.0441;20
10x7-3;"3 Blade
40-50 2 CYCL";LP310070;Sport, 3 Bladed (for IC Engines);10.79;Discontinued;NA;NA;1/4 in.;NA;10;0.254;7;0.7000;Grey;6.87E+11;;0
10x7 ;Sport;LP10070;Sport;3.62; ;1.00 in.;0.51 in.;1/4 in.;1.09 oz.;10;0.254;7;0.7000;Grey;6.87E+11;0.0681;30.9
10x6P ;Sport Pusher;LP10060P;Sport, Pusher (for IC Engines);3.62; ;1.00 in.;0.50 in.;1/4 in.;1.02 oz.;10;0.254;6;0.6000;Grey;6.87E+11;0.0638;28.9
10x6F;"Folding Electric Propeller Blades
Use FH45mm-6 (LPFH3-6) Hub - not included";LP10060F;Folding (Electric Only);4.83; ;NA;See LPFH;See LPFH;0.49 oz.;10;0.254;6;0.6000;Grey;6.87E+11;0.0309;14
10x6EP;"Thin Electric Pusher
Reverse Rotation
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E";LP10060EP;Thin Electric, Electric Reverse Rotation (Left Hand Rotation);3.47;;0.80 in.;0.39 in.;1/4 in.;0.71 oz.;10;0.254;6;0.6000;Grey;6.87E+11;0.0441;20
10x6E;"Thin Electric
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E";LP10060E;Thin Electric;3.47; ;0.80 in.;0.39 in.;1/4 in.;0.71 oz.;10;0.254;6;0.6000;Grey;6.87E+11;0.0441;20
10x6-4;"4 Blade
50-60 2 CYCL";LP410060;Sport, 4 Bladed (for IC Engines);10.79; ;1.00 in.;0.40 in.;1/4 in.;1.27 oz.;10;0.254;6;0.6000;Grey;6.87E+11;0.0794;36
10x6 ;Sport;LP10060;Sport;3.62; ;1.00 in.;0.50 in.;1/4 in.;1.02 oz.;10;0.254;6;0.6000;Grey;6.87E+11;0.0638;28.9
10x5M-LH;"Marine Pusher
Left Hand Rotation
For smaller shaft sizes, use LPAR06E adapter rings (not included)
This propeller works well on Electric Powered KAYAKS.";LP10050M-LH;Marine;6.95;;1.25 in.;0.80 in.;3/8 in.;1.23 oz.;10;0.254;5;0.5000;Grey;6.87E+11;0.0772;35
10x5EP;"Thin Electric Pusher
Reverse Rotation
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E";LP10050EP;Thin Electric, Electric Reverse Rotation (Left Hand Rotation);3.47; ;0.80 in.;0.38 in.;1/4 in.;0.71 oz.;10;0.254;5;0.5000;Grey;6.87E+11;0.0441;20
10x5E;"Thin Electric
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E";LP10050E;Thin Electric;3.47; ;0.80 in.;0.38 in.;1/4 in.;0.71 oz.;10;0.254;5;0.5000;Grey;6.87E+11;0.0441;20
10x5.8EP(F2B);"Thin Electric Pusher
Reverse Rotation
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E

Designed for Electric Control Line Stunt";LP10058EP(F2B);Thin Electric, Electric Reverse Rotation (Left Hand Rotation), Control Line (Electric Only);4.74; ;0.80 in.;0.38 in.;1/4 in.;0.67 oz.;10;0.254;5.8;0.5800;Grey;6.87E+11;0.0419;19
10x5.5MRP;"Multi-Rotor Pusher
Reverse Rotation
Use LPAR06E adapter rings (not included)";LP10055MRP;Multi Rotor (Electric Only);3.16; ;0.65 in.;0.35 in.;1/4 in.;0.53 oz.;10;0.254;5.5;0.5500;Grey;6.87E+11;0.0331;15
10x5.5MR-B4;"Multi-Rotor
Quad-Copter Bundle (10x5.5MR and 10x5.5MRP)
Package contains four propellers (2 standard rotation and 2 reverse rotation)
Use LPAR06E adapter rings
Includes four sets of rings from LPAR06E (1/8"", 4mm, 5mm, 6mm, 5/16"")";LP10055MR-B4;"Bundle (2 CW &amp; 2 CCW)";10.13; ;0.65 in.;0.35 in.;1/4 in.;0.53 oz.;10;0.254;5.5;0.5500;Grey;6.87E+11;0.1324;60.1
10x5.5MR;"Multi-Rotor
Use LPAR06E adapter rings (not included)";LP10055MR;Multi Rotor (Electric Only);3.16; ;0.65 in.;0.35 in.;1/4 in.;0.53 oz.;10;0.254;5.5;0.5500;Grey;6.87E+11;0.0331;15
10x5 ;Sport;LP10050;Sport;3.62; ;1.00 in.;0.48 in.;1/4 in.;0.99 oz.;10;0.254;5;0.5000;Grey;6.87E+11;0.0619;28.1
10x4P-LH;"Sport Pusher
Left Hand Rotation
For smaller shaft sizes, use LPAR06E adapter rings (not included)
This propeller works well on Electric Powered KAYAKS.";LP10040P-LH;Sport, Pusher (for IC Engines), Marine;3.95;;1.00 in.;0.52 in.;3/8 in.;1.09 oz.;10;0.254;4;0.4000;Grey;6.87E+11;0.0683;31
10x4.7SFP;"Slow Flyer Pusher
Reverse Rotation
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF";LP10047SFP;Multi Rotor (Electric Only), Slow Fly (Electric Only), Slow Fly Reverse Rotation (Left Hand Rotation);3.3; ;0.50 in.;0.29 in.;1/4 in.;0.42 oz.;10;0.254;4.7;0.4700;Grey;6.87E+11;0.0263;11.9
10x4.7SF-B4;"Slow Flyer
Quad-Copter Bundle (10x4.7SF and 10x4.7SFP)
Package contains four propellers (2 standard rotation and 2 reverse rotation)
Use LPAR18SF or LPARM12SF adapter rings
Includes four sets of rings from LPAR18SF";LP10047SF-B4;"Bundle (2 CW &amp; 2 CCW), Slow Fly (Electric Only)";10.57; ;0.50 in.;0.29 in.;1/4 in.;0.42 oz.;10;0.254;4.7;0.4700;Grey;6.87E+11;0.1052;47.7
10x4.7SF;"Slow Flyer
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF";LP10047SF;Multi Rotor (Electric Only), Slow Fly (Electric Only);3.3; ;0.50 in.;0.29 in.;1/4 in.;0.42 oz.;10;0.254;4.7;0.4700;Grey;6.87E+11;0.0263;11.9
10x4.6SF;"Slow Flyer Indoor 3D
For Indoor 3D Aerobatics
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPARM12SF";LP10046SF;Indoor 3D;3.23; ;0.50 in.;0.21 in.;1/4 in.;0.28 oz.;10;0.254;4.6;0.4600;Grey;6.87E+11;0.0176;8
10x4.5MRP(ST2A);"3DR SOLO (LH - Self Tightening), Two Pack
Reverse Rotation
3DR SOLO Compatible (MRP to Black)
Matching Standard Rotation is 10x4.5MR(ST2A)
Includes two propellers and two M6x1 LH thread hex nuts
Optional LPAR06E adapter rings (not included)
Product weight includes hex nut
Caution: Not intended for use with systems that use active motor braking";LP10045MRP(ST2A);Self Tightening;6.97; ;0.65 in.;0.48 in.;6 mm;0.57 oz.;10;0.254;4.5;0.4500;Grey;6.87E+11;0.0706;32
10x4.5MRP(ST);"Multi-Rotor Pusher (Self Tightening)
Reverse Rotation
Includes M6x1 LH thread hex nut
Use LPAR06E adapter rings (not included)
Product weight includes hex nut
Caution: Not intended for use with systems that use active motor braking";LP10045MRP(ST);Self Tightening;3.51; ;0.65 in.;0.48 in.;6 mm;0.57 oz.;10;0.254;4.5;0.4500;Grey;6.87E+11;0.0353;16
10x4.5MRP;"Multi-Rotor Pusher
Reverse Rotation
Use LPAR06E adapter rings (not included)";LP10045MRP;Multi Rotor (Electric Only);3.16; ;0.65 in.;0.35 in.;1/4 in.;0.53 oz.;10;0.254;4.5;0.4500;Grey;6.87E+11;0.0331;15
10x4.5MRF-RH;"Multi-Rotor Folding
Right Hand Rotation
Includes Two Blades
3mm Pin Hole
Use with 25mm - 35mm Hubs (not included)";LP10045MRF-RH;Multi Rotor (Electric Only), MR Folding;4.59;;NA;4.5 mm;3 mm;0.42 oz.;10;0.254;4.5;0.4500;Grey;6.87E+11;0.0265;12
10x4.5MRF-R(B);"Multi-Rotor Folding Blades with Button Interface
Right Hand Rotation
Includes Two Blades
Use with 35mm Hubs (not included)
FH35mmMR-4 (LPFH2MR-4) or FH35mmQR-4 (LPFH2QR-4)

Note: Actual rotor diameter will be 10.5 inches.";LP10045MRF-R(B);Multi Rotor (Electric Only), MR Folding;4.27;;NA;4.5 mm;NA;0.42 oz.;10;0.254;4.5;0.4500;Grey;6.87E+11;0.0265;12
10x4.5MRF-LH;"Multi-Rotor Folding
Left Hand Rotation (Reverse)
Includes Two Blades
3mm Pin Hole
Use with 25mm - 35mm Hubs (not included)";LP10045MRF-LH;Multi Rotor (Electric Only), MR Folding;4.59;;NA;4.5 mm;3 mm;0.42 oz.;10;0.254;4.5;0.4500;Grey;6.87E+11;0.0265;12
10x4.5MRF-L(B);"Multi-Rotor Folding Blades with Button Interface
Left Hand Rotation (Reverse)
Includes Two Blades
Use with 35mm Hubs (not included)
FH35mmMR-4 (LPFH2MR-4) or FH35mmQR-4 (LPFH2QR-4)

Note: Actual rotor diameter will be 10.5 inches.";LP10045MRF-L(B);Multi Rotor (Electric Only), MR Folding;4.27;;NA;4.5 mm;NA;0.42 oz.;10;0.254;4.5;0.4500;Grey;6.87E+11;0.0265;12
10x4.5MR-B4;"Multi-Rotor
Quad-Copter Bundle (10x4.5MR and 10x4.5MRP)
Package contains four propellers (2 standard rotation and 2 reverse rotation)
Use LPAR06E adapter rings
Includes four sets of rings from LPAR06E (1/8"", 4mm, 5mm, 6mm, 5/16"")";LP10045MR-B4;"Bundle (2 CW &amp; 2 CCW)";10.13; ;0.65 in.;0.35 in.;1/4 in.;0.53 oz.;10;0.254;4.5;0.4500;Grey;6.87E+11;0.1324;60.1
10x4.5MR(ST2A);"3DR SOLO (RH - Self Tightening), Two Pack
Standard Rotation
3DR SOLO Compatible (MR to Silver)
Matching Reverse Rotation is 10x4.5MRP(ST2A)
Includes two propellers and two M6x1 RH thread hex nuts
Optional LPAR06E adapter rings (not included)
Product weight includes hex nut
Caution: Not intended for use with systems that use active motor braking";LP10045MR(ST2A);Self Tightening;6.97; ;0.65 in.;0.48 in.;6 mm;0.57 oz.;10;0.254;4.5;0.4500;Grey;6.87E+11;0.0706;32
10x4.5MR(ST);"Multi-Rotor (Self Tightening)
Includes M6x1 RH thread hex nut
Use LPAR06E adapter rings (not included)
Product weight includes hex nut
Caution: Not intended for use with systems that use active motor braking";LP10045MR(ST);Self Tightening;3.51; ;0.65 in.;0.48 in.;6 mm;0.57 oz.;10;0.254;4.5;0.4500;Grey;6.87E+11;0.0353;16
10x4.5MR;"Multi-Rotor
Use LPAR06E adapter rings (not included)";LP10045MR;Multi Rotor (Electric Only);3.16; ;0.65 in.;0.35 in.;1/4 in.;0.53 oz.;10;0.254;4.5;0.4500;Grey;6.87E+11;0.0331;15
10x4 ;Sport;LP10040;Sport;3.62; ;1.00 in.;0.47 in.;1/4 in.;1.06 oz.;10;0.254;4;0.4000;Grey;6.87E+11;0.0663;30.1
10x3.8SFP;"Slow Flyer Pusher
Reverse Rotation
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF";LP10038SFP;Multi Rotor (Electric Only), Slow Fly (Electric Only), Slow Fly Reverse Rotation (Left Hand Rotation);3.3; ;0.50 in.;0.31 in.;1/4 in.;0.42 oz.;10;0.254;3.8;0.3800;Grey;6.87E+11;0.0263;11.9
10x3.8SF-B4;"Slow Flyer
Quad-Copter Bundle (10x3.8SF and 10x3.8SFP)
Package contains four propellers (2 standard rotation and 2 reverse rotation)
Use LPAR18SF or LPARM12SF adapter rings
Includes four sets of rings from LPAR18SF";LP10038SF-B4;"Bundle (2 CW &amp; 2 CCW), Slow Fly (Electric Only)";10.57; ;0.50 in.;0.31 in.;1/4 in.;0.42 oz.;10;0.254;3.8;0.3800;Grey;6.87E+11;0.1052;47.7
10x3.8SF;"Slow Flyer
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF";LP10038SF;Multi Rotor (Electric Only), Slow Fly (Electric Only);3.3; ;0.50 in.;0.31 in.;1/4 in.;0.42 oz.;10;0.254;3.8;0.3800;Grey;6.87E+11;0.0263;11.9
